App,Category,Website,Evidence,Doc Snippet
Notion,Productivity Project Management,https://developers.notion.com,https://www.scalekit.com/blog/stripe-mcp-vs-api,"Connect is the second boundary. MCP authorizes a single account context, so platform onboarding and acting across many connected merchant accounts remain REST patterns. High-volume usage ingestion through the v2 Meter Event Stream is REST-only as well.

### The auth path each one puts you on

This is where Stripe diverges from Slack, Notion, and Salesforce. Their hosted MCP servers are OAuth-only. Stripe's is not.

Auth method

Stripe MCP

Stripe API

Interactive user OAuth

Yes (MCP spec) [...] Authentication is OAuth per the MCP specification for interactive clients. For autonomous agents, Stripe documents passing a restricted API key as a bearer token in the `Authorization` header. Administrators enable MCP access in the Dashboard, managed separately for sandbox and live mode. Official docs: `

### Stripe API [...] on MCP, the event-driven pipeline on REST. Either way the credential problem is the same, and that is the part that needs production-grade infrastructure."
Airtable,Productivity Project Management,https://airtable.com/developers,https://ones.com/blog/developers-quick-start-to-airtable-api-documentation,"Airtable developer documentation is the official resource that explains how to interact with your Airtable bases using the REST API. It covers everything from authenticating your requests to manipulating records, fields, and views programmatically. [...] 1. Start with the authentication method. Airtable supports personal access tokens and API keys. The docs clearly explain which header to use. You’ll find the auth section right at the top of the sidebar – don’t skip it or you’ll hit 403 errors immediately.
2. Locate your base ID and table name. Every endpoint requires a base ID and a table name or ID. The docs show you exactly where to grab the base ID from your URL, and how to retrieve table names programmatically. [...] Think of it as the instruction manual for talking to your Airtable data outside the UI. You’ll find the complete API reference, authentication guides, rate limits, and practical examples. The documentation is structured around the concept of “bases” and “tables,” whic"
Linear,Productivity Project Management,https://developers.linear.app,https://www.scalekit.com/blog/linear-mcp-vs-api,"Linear MCP authenticates with OAuth 2.1 plus Dynamic Client Registration, and it also accepts a Linear API key or OAuth token passed in the Authorization: Bearer header. The GraphQL API adds personal API keys, the Authorization Code flow with PKCE, and the Client Credentials grant for app actor (service account) tokens. [...] Authentication accepts personal API keys (`Authorization:` , no `Bearer`, scopable to Read, Write, Admin, Create issues, or Create comments, and limited to specific teams), OAuth 2.0 Authorization Code with PKCE, and the Client Credentials grant for app actor tokens used in server-to-server work.

Official docs: linear.app/developers/graphql.

## Comparing them where it matters for agents

### What your agent can actually do [...] Linear's official MCP server covers issue, comment, project, milestone, initiative, and project-update operations plus documentation search. Webhooks, arbitrary GraphQL field selection, OAuth application management, and high-volume compl"
Jira,Productivity Project Management,https://developer.atlassian.com,https://developer.atlassian.com/server/jira/platform/jira-rest-api-example-oauth-authentication-6291692,"# Jira Data Center

# Jira Data Center

# JIRA Developer Documentation : JIRA REST API Example - OAuth authentication

This page shows you how to allow REST clients to authenticate themselves using OAuth. This is one of three methods that you can use for authentication against the JIRA REST API; the other two being basic authentication and \\cookie-based authentication \\(see related information).

## Overview [...] When creating the Application Link use a placeholder URL or the correct URL to your client, if your client can be reached via HTTP and choose the Generic Application type. After this Application Link has been created, edit the configuration and go to the incoming authentication configuration screen and select OAuth. Enter in this the public key and the consumer key which your client will use when making requests to JIRA. [...] ## Step 2: Configuring the client

Your client will require the following information to be able to make authentication requests to JIRA.

| OAuth Co"
Asana,Productivity Project Management,https://developers.asana.com,https://developers.asana.com/docs/integrating-with-asanas-mcp-server,"This guide walks you through connecting your MCP client to the official Asana MCP server. You'll create an OAuth app in the Asana developer console and use it to authenticate your MCP client.

## Overview

The Asana V2 MCP server is generally available and uses OAuth for authorization. You'll pre-register your MCP app in the developer console, where you can create both standard API apps and MCP apps. [...] The MCP authorization flow follows the same process as our existing OAuth authorization flow, with one key difference: the optional `resource` parameter.

When directing users to the authorization endpoint, you can include the `resource` parameter to specify the MCP server:

```
 ?client_id=YOUR_CLIENT_ID &redirect_uri=YOUR_REDIRECT_URL &response_type=code &resource= &state=RANDOM_STRING &code_challenge={SHA256_CHALLENGE} &code_challenge_method=S256 
```

Parameters: [...] Important: Tokens issued for MCP apps only work with the MCP server. This separation follows MCP security best p"
Monday.com,Productivity Project Management,https://developer.monday.com,https://finance.yahoo.com/news/apollo-mcp-server-launch-positions-130000252.html,"Zero-code MCP tool creation: Apollo MCP Server lets developers instantly turn GraphQL schema or operations into MCP tools without writing a single line of procedural code.
 Native REST and GraphQL support: Apollo MCP works with any combination of unmodified REST APIs via Apollo Connectors as well as native GraphQL services.
 Deterministic, efficient execution: Apollo implements precise and consistent API call execution across every interaction. [...] and numerous other functional and non-functional requirements. GraphQL's declarative, schema-driven approach to API orchestration provides these capabilities out-of-the-box, making it uniquely suited to serve as the foundation for MCP implementations, especially in an AI landscape where speed, security, and agility are paramount. [...] By implementing MCP, the Apollo MCP Server enables teams to move at AI speed while maintaining appropriate governance. It also simplifies deployment, with options to start in a local environment via Apollo's"
ClickUp,Productivity Project Management,https://clickup.com/api,https://www.scalekit.com/blog/clickup-mcp-vs-api,"### A documentation inconsistency worth flagging

ClickUp's own FAQ states deletion tools were deliberately left out of the MCP server ""as a safety measure."" The Supported Tools page, published by the same team, lists a ""Delete task"" tool with a worked example. Both pages are live on developer.clickup.com at the time of writing. Treat task deletion through MCP as unconfirmed until you test it directly against your own workspace, since the two official sources disagree. [...] ClickUp's official MCP server is in public beta and exposes roughly 40 tools across search, tasks, time tracking, chat, and docs. Goals, webhooks, Custom Field creation, and Space-level tag management exist only in the REST API.
 MCP auth is OAuth only, with no personal token option and no custom API key path. The REST API supports both a personal token (never expires) and OAuth (access tokens currently do not expire either, though both remain user-revocable). [...] Scalekit's ClickUp connector authenticates throug"
Coda,Productivity Project Management,https://coda.io/developers,https://apitracker.io/a/coda-io,"Developer docs

-

API Reference

-

Webhooks

-

Webhooks management API

-

Sandbox environment

-

Authentication

Identity protocols

-

SSO / Social login

-

OAuth playground

-

GraphQL playground

-

API Explorer

-

Postman / Insomnia collections

OpenAPI/Swagger specs

Free developer account

-

App listing requirements

-

Pagination style

-

CLI

-

Query Language

-

Community

-

GitHub

-

Custom object support

-

Stackoverflow tags

-

Integrations

9

Ecosystem

- [...] 9

Ecosystem

-

API pricing

-

API rate limits

-

API changelog

-

Status page

-

Open-source

-

Tutorials

-

Samples & examples

-

Base endpoint

-

GraphQL endpoint

-

IDE Extensions

-

Estimated developers

-

Estimated customers

-

Estimated users

-

## Coda Videos

We don't have videos for this API yet.Get in touch to suggest profile updates.

## Coda API tips

We don't have tips for this API yet.Get in touch if you want to submit a tip.

## Coda screenshots [...] company

# CodaAPI

"
Smartsheet,Productivity Project Management,https://smartsheet.com/developers,https://en.wikipedia.org/wiki/Documentation,"## References

[edit] [...] ## Producing documentation

[edit] [...] # Documentation

 العربية
 Azərbaycanca
 Bosanski
 Čeština
 Dansk
 Deutsch
 Esperanto
 Euskara
 فارسی
 Suomi
 עברית
 हिन्दी
 Magyar
 Հայերեն
 Bahasa Indonesia
 日本語
 ಕನ್ನಡ
 한국어
 Македонски
 മലയാളം
 Nederlands
 Polski
 Português
 Romnă
 Русский
 Русиньскый
 Simple English
 Shqip
 Svenska
 தமிழ்
 తెలుగు
 Türkçe
 Українська

Edit links

 Article
 Talk

 Read
 Edit
 View history

Tools

Actions

 Read
 Edit
 View history

General"
Harvest,Productivity Project Management,https://help.getharvest.com/api-v2,https://help.getharvest.com/api-v2/authentication-api/authentication/authentication,"Name–name of your application.
 Redirect URL–the URL in your integration; successful authentications will be redirected to by default.
 Multi Account–does your integration support multiple user account access or work with only one authenticated account.
 Products–scope of access requested; can be either Harvest, Forecast or both. It is advised to pick the minimal scope required for the integration to work.

## OAuth2 authorization flow

### For server-side applications [...] We use the Authorization Code flow for server-side authorization. To start the authorization flow, you need to redirect the user to the following URL:

```
 
```

This URL allows the user to authenticate on Harvest ID and lets them authorize access to their account(s) depending on your OAuth2 Application settings and their choice.

This endpoint accepts other parameters: [...] `harvest:{ACCOUNT_ID}`–a Harvest account ID that the user granted access to.
 `forecast:{ACCOUNT_ID}`–a Forecast account ID that the user gr"
Stripe,Finance Fintech,https://stripe.com/docs/api,https://docs.stripe.com/mcp,"Stripe’s MCP server uses OAuth to authorize clients according to the MCP specification. OAuth lets you grant and revoke access without sharing an API key with the client.

When you connect an MCP client, it opens Stripe’s OAuth consent page. Use this page to authorize the client to access your Stripe data. After you authorize an MCP client with OAuth, you can manage its session in the Stripe Dashboard. [...] If you’re a Connect platform, you can also use MCP to retrieve or update resources for your connected accounts. For example, a support agent could retrieve a customer or investigate a payment for a specific connected account.

MCP doesn’t support OAuth when acting on behalf of connected accounts. Instead, authenticate with a restricted API key for your platform and grant only the connected-account permissions that your agent needs. [...] The Stripe MCP server exposes multiple APIs that you can call with the `stripe_api_read` and `stripe_api_write` tools. This access makes much of t"
Plaid,Finance Fintech,https://plaid.com/docs,https://plaid.com/docs/resources/mcp,"To connect to the Dashboard MCP server, first create an OAuth token with the `mcp:dashboard` scope and the `client_credentials` grant type by calling `/oauth/token`.

Creating an access token

```
curl -X POST  \ curl -X POST  \   -H 'Content-Type: application/json' \  -H 'Content-Type: application/json'  \   -d '{  -d '{  ""client_id"": ""${PLAID_CLIENT_ID}"",  ""client_secret"": ""YOUR_PRODUCTION_SECRET"",  ""grant_type"": ""client_credentials"",  ""scope"": ""mcp:dashboard""  }'
``` [...] from  plaid. model. o_auth_token_request import  OAuthTokenRequest  DASHBOARD_MCP_SERVER_URL = "" DASHBOARD_MCP_SERVER_URL =  ""    def get_plaid_client():  def  get_plaid_client():   configuration = plaid.Configuration(  configuration =  plaid. Configuration(  host=plaid.Environment.Production,  host = plaid. Environment. Production,   api_key={  api_key ={  ""clientId"": os.environ[""PLAID_CLIENT_ID""],  ""clientId"":  os. environ[""PLAID_CLIENT_ID""],   ""secret"": os.environ[""PLAID_PRODUCTION_SECRET""], [...] import json i"
Binance,Finance Fintech,https://binance-docs.github.io,https://docs.binance.us,"| Security type | API key | Signature | Description |
 ---  --- |
| `NONE` |  |  | Public market data |
| `TRADE` | required | required | Trading on the exchange, placing and canceling orders |
| `USER_DATA` | required | required | Private account information, such as order status and your trading history |
| `USER_STREAM` | required |  | Managing User Data Stream subscriptions |
| `MARKET_DATA` | required |  | Historical market data access | [...] `{
""id"": ""4885f793-e5ad-4c3b-8f6c-55d891472b71"",
""method"": ""order.place"",
""params"": {
""symbol"": ""BTCUSDT"",
""side"": ""SELL"",
""type"": ""LIMIT"",
""timeInForce"": ""GTC"",
""quantity"": ""0.01000000"",
""price"": ""52000.00"",
""newOrderRespType"": ""ACK"",
""recvWindow"": 100,
""timestamp"": 1645423376532,
""apiKey"": ""vmPUZE6mv9SD5VNHk4HlWFsOr6aKE2zvsw0MuIgwCIPy6utIco14y7Ju91duEh8A"",
""signature"": ""------ FILL ME ------""
}
}`

Here is a step-by-step guide on how to sign requests.

Example API key and secret key: [...] # Introduction

Welcome to the Binance.US API Docu"
Paygent Connect,Finance Fintech,https://paygent.com,https://docs.portkey.ai/docs/product/mcp-gateway/authentication,"### ​ Client Credentials

For MCP servers using OAuth client credentials grant. You provide a client ID and secret when adding the server. Portkey fetches tokens and handles refresh. All users share the same credentials to the MCP server. Use this for shared resources, not personal data.

### ​ Custom Headers

For MCP servers using API keys or static tokens. Add headers when configuring the server. [...] API keys are scoped to workspaces. The key determines which MCP servers the request can access. Create keys in Settings > API Keys. The key must have `mcp invoke` permissions.

### ​ OAuth 2.1

For browser-based flows where users authenticate interactively. If no API key is provided, Portkey acts as the OAuth provider and initiates the consent flow. After authentication, your app receives a token to use for MCP requests. This is useful for: [...] Use per-user OAuth when the MCP server accesses user-specific data (email, repos, messages). Each user authorizes their own access. Use share"
iPayX,Finance Fintech,https://ipayx.ai/docs,https://www.scalekit.com/blog/stripe-mcp-vs-api,"Connect is the second boundary. MCP authorizes a single account context, so platform onboarding and acting across many connected merchant accounts remain REST patterns. High-volume usage ingestion through the v2 Meter Event Stream is REST-only as well.

### The auth path each one puts you on

This is where Stripe diverges from Slack, Notion, and Salesforce. Their hosted MCP servers are OAuth-only. Stripe's is not.

Auth method

Stripe MCP

Stripe API

Interactive user OAuth

Yes (MCP spec) [...] Authentication is OAuth per the MCP specification for interactive clients. For autonomous agents, Stripe documents passing a restricted API key as a bearer token in the `Authorization` header. Administrators enable MCP access in the Dashboard, managed separately for sandbox and live mode. Official docs: `

### Stripe API [...] on MCP, the event-driven pipeline on REST. Either way the credential problem is the same, and that is the part that needs production-grade infrastructure."
QuickBooks,Finance Fintech,https://developer.intuit.com,https://vorplabs.com/agent-tools/quickbooks-online-api,"VendorIntuitTypeAPIAvailabilityGenerally availableReviewed2026-07-30

Quick facts

Official API

Yes. REST and GraphQL APIs with OAuth, sandbox, and production tiers.

Official MCP

Yes. An Intuit-owned open-source local MCP server exists on GitHub. Not a hosted endpoint.

Production review

Required. Marketplace estimates: 10 business days technical, up to 30 business days security, 5 business days marketing (estimates, not SLAs).

Security reviews [...] a self-assessment; Marketplace listing adds technical, security, and marketing reviews with July 2026 estimated response times of 10, up to 30, and 5 business days respectively (estimates, not SLAs). Apps launching through an Intuit marketing channel undergo further security reviews initially and periodically thereafter. The Developer Terms require NIST compliance for AI or LLM use, Responsible AI principles, user consent, and written data-protection obligations on processors. OAuth requires [...] OAuth requires admin-user consent, an"
Xero,Finance Fintech,https://developer.xero.com,https://developer.xero.com/documentation/guides/oauth2/auth-flow,"## On this page

   Xero tenants
   1. Send a user to authorize your app
   2. Users are redirected back to you with a code
   3. Exchange the code
   4. Receive your tokens
   5. Check the tenants you’re authorized to access
   6. Call the API
   Refreshing access and refresh tokens
   Removing connections
   Revoking tokens

## AI toolkit

   MCP Server
   Agents Toolkit
   Prompt Library

## Documentation

   OAuth 2
   API reference
   Webhooks

## Community [...] ```
{
    ""nbf"": 1589363023,
    ""exp"": 1589364823,
    ""iss"": ""
    ""aud"": ""
    ""client_id"": ""91E5715B1199038080D6D0296EBC1648"",
    ""sub"": ""a3a4dbafh3495a808ed7a7b964388f53"",
    ""auth_time"": 1589361892,
    ""xero_userid"": ""1945393b-6eb7-4143-b083-7ab26cd7690b"",
    ""global_session_id"": ""ac2202575e824af3a181c50fcaa65c3c"",
    ""jti"": ""4e7747cec4ce54d6512b4b0775166c5f"",
    ""authentication_event_id"": ""d0ddcf81-f942-4f4d-b3c7-f98045204db4"",
    ""scope"": [
      ""email"",
      ""profile"", [...] ### Best Practices 
       Ov"
Brex,Finance Fintech,https://developer.brex.com,https://developer.brex.com/docs/mcp,"Name: `brex`
 Type: `http`
 URL: `

### Codex

```
codex mcp add brex --url  mcp add brex --url  codex  mcp  add  brex --url 
```

### Other MCP clients

Any client that supports MCP HTTP transport can connect to ` If your client supports OAuth with Dynamic Client Registration, authentication is handled automatically. Otherwise, use an API key (see below).

## Authentication

The Brex MCP server supports two authentication methods.

### OAuth (recommended) [...] ```
Authorization: Bearer YOUR_BREX_ACCESS_TOKENAuthorization: Bearer YOUR_BREX_ACCESS_TOKENAuthorization: Bearer YOUR_BREX_ACCESS_TOKEN
```

For example, in Claude Code:

```
claude mcp add --transport http brex  \  --header ""Authorization: Bearer YOUR_BREX_ACCESS_TOKEN""claude mcp add --transport http brex  \ claude  mcp  add --transport  http  brex   \ --header ""Authorization: Bearer YOUR_BREX_ACCESS_TOKEN"" --header ""Authorization: Bearer YOUR_BREX_ACCESS_TOKEN""
```

Or in `.mcp.json`: [...] Once enabled, all users in your Br"
Ramp,Finance Fintech,https://docs.ramp.com,https://docs.ramp.com/developer-api/v1/developer-mcp,"Unlike Ramp MCP servers that access account data, Developer MCP does not require a Ramp account, OAuth login, API key, or developer app. It only serves public Ramp Developer API documentation.

## Why use Developer MCP?

Permanent link: Why use Developer MCP?

### Current API documentation

Permanent link: Current API documentation [...] The Developer MCP server is subject to change. Feedback and questions can be submitted via a Developer API support ticket.

## What is Developer MCP?

Permanent link: What is Developer MCP?

Developer MCP is Ramp's unauthenticated Model Context Protocol server for developers building with Ramp's API. It gives AI assistants live access to Ramp's developer documentation, API reference, and OpenAPI schemas directly inside your coding workflow. [...] `""How do I set up OAuth with the Ramp API?""""What fields are required to create a bill?""""Show me the schema for POST /developer/v1/token""""Find the endpoint for deleting an accounting connection""""How do I verify"
PitchBook,Finance Fintech,https://pitchbook.com,https://www.scalekit.com/blog/stripe-mcp-vs-api,"Connect is the second boundary. MCP authorizes a single account context, so platform onboarding and acting across many connected merchant accounts remain REST patterns. High-volume usage ingestion through the v2 Meter Event Stream is REST-only as well.

### The auth path each one puts you on

This is where Stripe diverges from Slack, Notion, and Salesforce. Their hosted MCP servers are OAuth-only. Stripe's is not.

Auth method

Stripe MCP

Stripe API

Interactive user OAuth

Yes (MCP spec) [...] on MCP, the event-driven pipeline on REST. Either way the credential problem is the same, and that is the part that needs production-grade infrastructure. [...] Authentication is OAuth per the MCP specification for interactive clients. For autonomous agents, Stripe documents passing a restricted API key as a bearer token in the `Authorization` header. Administrators enable MCP access in the Dashboard, managed separately for sandbox and live mode. Official docs: `

### Stripe API"
NotebookLM,AI Research Media,https://cloud.google.com/gemini,https://roomi-fields.github.io/notebooklm-mcp/notebooklm-rest-api,"| Code Meaning Description|  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  ---  ---  ---  ---  ---  ---  ---  ---  --- | | `200` OK Successful request|  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  ---  ---  ---  ---  ---  ---  ---  | `400` Bad Request Missing or invalid parameters|  |  |  |  |  |  |  |  |  |  |  |  |  ---  ---  ---  ---  ---  --- | | `401` Unauthorized Authentication required (if API key enabled)|  |  |  |  |  |  |  |  |  |  ---  ---  ---  ---  | `404` Not Found [...] }

}

}

]

}`

Complete API Documentation! ✅ [...] Companion guides: REST batch pattern (1 000 questions overnight) ·
n8n integration · Multi-account rotation ·
Compare with PleasePrompto/notebooklm-mcp v2.0.0

## 🌐 Base URL​

`

Or for network access: `

`

## Available Endpoints (45 total)​"")

### Authentication​"
Otter AI,AI Research Media,https://help.otter.ai,https://www.scalekit.com/blog/otter-mcp-vs-api,"The Public API is a REST surface at api.otter.ai/v1, available to Enterprise workspaces only. It authenticates with a Bearer API key created in the workspace Developer settings, capped at two keys per user and 10 requests per second. It exposes channels and members, conversations (list, retrieve, and POST to ingest a file), audio download links, workspace details, and cursor-based pagination. It also ships webhooks. The full reference is in Otter's Public API documentation. [...] Otter runs a provider-hosted MCP server at mcp.otter.ai/mcp. Access is OAuth-authenticated with per-meeting permissions, so an agent reads only meetings the user captured or had shared with them. The surface is deliberately small: three tools that search meetings, fetch a full transcript, and return the current user with get user info. There are no create, update, or delete tools; the server is read-only by design. Details are in Otter's MCP server documentation. [...] This is where Otter departs from the usua"
Fathom,AI Research Media,https://fathom.video,https://pipeline.zoominfo.com/sales/fathom-api-review,"The Fathom Developer Hub documents a REST surface at  with TypeScript and Python SDKs, OAuth 2.0 for public integrations, webhook support, and an MCP server for AI assistants. API access is available on all plan tiers including the free plan, which is uncommon for a meeting intelligence platform. The developer docs are public, the OpenAPI spec is downloadable, and you can generate an API key and start making calls without upgrading. [...] | Attribute | Detail |
 --- |
| API type | REST over HTTPS, JSON responses |
| Authentication | API key via X-Api-Key header (user-scoped); OAuth 2.0 for public integrations |
| Base URL |  |
| Rate limits | 60 requests per 60-second window (global); 30 per 60 seconds for heavy endpoints |
| SDKs | Official TypeScript and Python SDKs (both beta) |
| Webhooks | Yes, new-meeting-content-ready event with HMAC SHA-256 signature verification |
| MCP server | Yes, at  for Claude and ChatGPT | [...] SDK docs: dedicated pages for authentication, filtering, pa"
Consensus,AI Research Media,https://consensus.app,https://www.scalekit.com/blog/stripe-mcp-vs-api,"Connect is the second boundary. MCP authorizes a single account context, so platform onboarding and acting across many connected merchant accounts remain REST patterns. High-volume usage ingestion through the v2 Meter Event Stream is REST-only as well.

### The auth path each one puts you on

This is where Stripe diverges from Slack, Notion, and Salesforce. Their hosted MCP servers are OAuth-only. Stripe's is not.

Auth method

Stripe MCP

Stripe API

Interactive user OAuth

Yes (MCP spec) [...] Authentication is OAuth per the MCP specification for interactive clients. For autonomous agents, Stripe documents passing a restricted API key as a bearer token in the `Authorization` header. Administrators enable MCP access in the Dashboard, managed separately for sandbox and live mode. Official docs: `

### Stripe API [...] on MCP, the event-driven pipeline on REST. Either way the credential problem is the same, and that is the part that needs production-grade infrastructure."
Reducto,AI Research Media,https://reducto.ai,https://docs.reducto.ai/mcp-server,"| Variable | Required | Default | Description |
 ---  --- |
| `REDUCTO_API_KEY` | No\ | none | API key (or authenticate via `--login`) |
| `REDUCTO_BASE_URL` | No | ` | Override the API base URL (EU region, on-prem) |
| `REDUCTO_MCP_MAX_RESPONSE_SIZE` | No | `50000` | Response truncation threshold in characters |
| `REDUCTO_MCP_TIMEOUT` | No | `300` | Request timeout in seconds |
| `REDUCTO_MCP_TRANSPORT` | No | `stdio` | Transport mode: `stdio` or `http` | [...] This opens an OAuth device-code flow in your browser. Once approved, your API key is saved to `~/.reducto/config.yaml` with `chmod 600`.If you already use the Reducto CLI, you’re authenticated already. The MCP server reads from the same credential file.

3

Add to your MCP client

```
{{ ""mcpServers"": { ""mcpServers"": { ""reducto"": { ""reducto"": { ""command"": ""uvx"",  ""command"": ""uvx"", ""args"": [""mcp-server-reducto""]  ""args"": [""mcp-server-reducto""] } } } }}}
``` [...] If a response includes `truncated: true`, either call `get_job(jo"
Devin,AI Research Media,https://docs.devin.ai,https://www.scalekit.com/blog/stripe-mcp-vs-api,"Connect is the second boundary. MCP authorizes a single account context, so platform onboarding and acting across many connected merchant accounts remain REST patterns. High-volume usage ingestion through the v2 Meter Event Stream is REST-only as well.

### The auth path each one puts you on

This is where Stripe diverges from Slack, Notion, and Salesforce. Their hosted MCP servers are OAuth-only. Stripe's is not.

Auth method

Stripe MCP

Stripe API

Interactive user OAuth

Yes (MCP spec) [...] Authentication is OAuth per the MCP specification for interactive clients. For autonomous agents, Stripe documents passing a restricted API key as a bearer token in the `Authorization` header. Administrators enable MCP access in the Dashboard, managed separately for sandbox and live mode. Official docs: `

### Stripe API [...] Stripe MCP is the unusual one. Unlike most hosted MCP servers, it supports both OAuth and a restricted API key passed as a bearer token, so headless agents are a document"
higgsfield,AI Research Media,https://higgsfield.ai/cli,https://apidog.com/blog/higgsfield-api,"Higgsfield API requires API key authentication for all endpoints. You include the key in the Authorization header as a Bearer token. For example, in a cURL request, you add: `-H ""Authorization: Bearer YOUR_API_KEY""`.

This method verifies your identity and tracks usage against your account limits. Without it, servers reject requests with a 401 Unauthorized error. Always regenerate keys if compromised, and use environment variables in code to store them safely. [...] Higgsfield API serves as a centralized interface for generative media models. It connects users to a vast library that includes text-to-image generators like FLUX, image-to-video animators, and more. Developers access over 100 models through a single endpoint structure, which simplifies development compared to managing multiple provider integrations. [...] Higgsfield API empowers developers to integrate advanced generative AI models into applications seamlessly. This platform unifies access to tools for creating images, vid"
Mermaid CLI,AI Research Media,https://github.com/mermaid-js/mermaid-cli,https://www.scalekit.com/blog/stripe-mcp-vs-api,"Connect is the second boundary. MCP authorizes a single account context, so platform onboarding and acting across many connected merchant accounts remain REST patterns. High-volume usage ingestion through the v2 Meter Event Stream is REST-only as well.

### The auth path each one puts you on

This is where Stripe diverges from Slack, Notion, and Salesforce. Their hosted MCP servers are OAuth-only. Stripe's is not.

Auth method

Stripe MCP

Stripe API

Interactive user OAuth

Yes (MCP spec) [...] Authentication is OAuth per the MCP specification for interactive clients. For autonomous agents, Stripe documents passing a restricted API key as a bearer token in the `Authorization` header. Administrators enable MCP access in the Dashboard, managed separately for sandbox and live mode. Official docs: `

### Stripe API [...] on MCP, the event-driven pipeline on REST. Either way the credential problem is the same, and that is the part that needs production-grade infrastructure."
YouTube Transcript,AI Research Media,https://transcriptapi.com,https://transcriptapi.com/blog/youtube-transcript-api-complete-developer-guide,"TranscriptAPI.comTranscriptAPI.com

YouTube Transcript API: The Complete Developer Guide

# YouTube Transcript API: The Complete Developer Guide

By Nikhil KumarPublished March 19, 2026Last updated June 25, 202616 min read

YouTube has over 800 million videos. Almost all of them have transcripts. And yet, getting that text into your application is still way harder than it should be. [...] Nothing fancy. Standard `requests` library. The API key goes in the `Authorization` header, not in the URL. Keep it out of your source code by using environment variables.

### And in JavaScript [...] It's the official solution from Google
 Well-documented with client libraries in many languages
 Stable and maintained

What's not good:

 Cannot access auto-generated captions (only manually uploaded ones)
 Requires OAuth for caption downloads, not just an API key
 Strict quota limits (10,000 units/day by default)
 Complex setup with Google Cloud Console
 Downloading captions costs 200 quota units per v"
Grain,AI Research Media,https://grain.com,https://zuplo.com/learn/mcp/authentication/api-key,"type: ""http"", url: "" url: "" headers: { Authorization: `Bearer ${process.env.MCP_API_KEY}` }, headers: { Authorization: `Bearer ${process. env. MCP_API_KEY}` }, }, }, }, }, // Auto-approves these tools. Anything unlisted stops for a // Auto-approves these tools. Anything unlisted stops for a // permission prompt, which a headless run never gets past. // permission prompt, which a headless run never gets past. allowedTools: [""mcp__example__search""], allowedTools: [""mcp__example__search""], }, [...] POST /mcp (carries the credential)   tools/list, Authorization: Bearer sk\_live\_…
2. 2 

   ↻ Inside MCP server

     Look the key up and resolve it to a caller
3. 3 

   MCP server → to Your agent

     200 OK   tools listed
4. There is no session credential to establish, so every later request carries the same static key.

   4 

   Your agent → to MCP server

     POST /mcp (carries the credential)   tools/call, same Authorization header
5. 5 

   MCP server → to Your agent [...] Specificat"
